C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_30_784.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_30_784.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_30_784.jpg, 0, 0.545896, 0, 21.19352
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_30_901.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_30_901.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_30_901.jpg, 0, 0.305227, 0, 21.40997
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_31_018.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_31_018.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_31_018.jpg, 0, 0.6520252, 0, 22.11347
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_31_121.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_31_121.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_31_121.jpg, 0, 0.9641788, 0, 22.95397
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_31_236.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_31_236.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_31_236.jpg, -0.349545, 1, 0, 23.96287
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_31_339.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_31_339.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_31_339.jpg, -0.3996129, 1, 0, 24.79325
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_31_450.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_31_450.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_31_450.jpg, -0.06240961, 1, 0, 25.9435
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_31_564.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_31_564.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_31_564.jpg, 0, 1, 0, 26.8803
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_31_677.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_31_677.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_31_677.jpg, 0, 1, 0, 28.00309
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_31_791.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_31_791.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_31_791.jpg, 0, 1, 0, 29.11376
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_31_906.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_31_906.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_31_906.jpg, 0, 1, 0, 30.02923
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_32_024.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_32_024.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_32_024.jpg, -0.1303266, 1, 0, 30.18583
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_32_136.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_32_136.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_32_136.jpg, 0, 1, 0, 30.19026
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_32_250.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_32_250.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_32_250.jpg, 0, 1, 0, 30.18989
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_32_368.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_32_368.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_32_368.jpg, 0, 1, 0, 30.19009
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_32_478.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_32_478.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_32_478.jpg, -0.0686067, 1, 0, 30.18748
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_32_593.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_32_593.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_32_593.jpg, -0.4116729, 0.6569338, 0, 30.08586
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_32_709.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_32_709.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_32_709.jpg, -0.6375881, 0.3066637, 0, 29.91569
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_32_812.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_32_812.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_32_812.jpg, -0.3311063, 0.0001819134, 0, 29.61158
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_32_919.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_32_919.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_32_919.jpg, -0.01122173, 0, 0, 29.32176
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_33_030.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_33_030.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_33_030.jpg, 0, 0, 0, 28.95743
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_33_150.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_33_150.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_33_150.jpg, -0.0689079, 0, 0, 28.60864
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_33_270.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_33_270.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_33_270.jpg, 0, 0, 0, 28.26442
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_33_373.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_33_373.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_33_373.jpg, 0, 0, 0, 27.9806
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_33_490.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_33_490.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_33_490.jpg, 0, 0, 0, 27.69941
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_33_605.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_33_605.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_33_605.jpg, 0, 0, 0, 27.36494
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_33_725.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_33_725.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_33_725.jpg, -0.1211268, 0, 0, 27.0302
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_33_846.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_33_846.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_33_846.jpg, -0.4838763, 0, 0, 26.48473
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_33_972.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_33_972.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_33_972.jpg, -0.1035561, 0, 0, 26.11452
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_34_086.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_34_086.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_34_086.jpg, 0, 0, 0, 25.84216
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_34_187.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_34_187.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_34_187.jpg, 0, 0, 0, 25.58126
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_34_288.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_34_288.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_34_288.jpg, 0, 0.0647979, 0, 25.32428
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_34_394.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_34_394.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_34_394.jpg, 0, 0.3828594, 0, 25.46917
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_34_495.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_34_495.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_34_495.jpg, -0.065619, 0.6862743, 0, 25.9133
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_34_620.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_34_620.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_34_620.jpg, -0.434208, 1, 0, 26.79498
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_34_740.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_34_740.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_34_740.jpg, -0.07109581, 1, 0, 27.92129
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_34_844.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_34_844.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_34_844.jpg, 0, 1, 0, 28.84211
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_34_947.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_34_947.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_34_947.jpg, 0, 1, 0, 29.76029
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_35_046.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_35_046.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_35_046.jpg, 0, 1, 0, 30.19054
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_35_167.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_35_167.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_35_167.jpg, 0, 1, 0, 30.19064
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_35_270.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_35_270.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_35_270.jpg, -0.3057885, 1, 0, 30.17396
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_35_385.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_35_385.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_35_385.jpg, -0.4603092, 1, 0, 30.16833
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_35_504.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_35_504.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_35_504.jpg, -0.1019229, 1, 0, 30.19286
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_35_607.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_35_607.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_35_607.jpg, 0, 1, 0, 30.18934
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_35_715.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_35_715.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_35_715.jpg, 0, 1, 0, 30.19027
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_35_823.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_35_823.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_35_823.jpg, 0, 1, 0, 30.19034
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_35_943.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_35_943.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_35_943.jpg, 0, 1, 0, 30.19029
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_36_044.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_36_044.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_36_044.jpg, 0.3112185, 1, 0, 30.17131
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_36_148.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_36_148.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_36_148.jpg, 0, 1, 0, 30.18953
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_36_255.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_36_255.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_36_255.jpg, 0, 1, 0, 30.19016
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_36_363.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_36_363.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_36_363.jpg, 0, 1, 0, 30.1904
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_36_475.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_36_475.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_36_475.jpg, 0, 1, 0, 30.19031
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_36_582.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_36_582.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_36_582.jpg, 0, 1, 0, 30.19029
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_36_685.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_36_685.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_36_685.jpg, 0, 1, 0, 30.19031
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_36_790.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_36_790.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_36_790.jpg, 0, 1, 0, 30.19029
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_36_908.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_36_908.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_36_908.jpg, -0.1556742, 1, 0, 30.18623
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_37_014.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_37_014.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_37_014.jpg, 0, 1, 0, 30.18997
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_37_142.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_37_142.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_37_142.jpg, 0, 1, 0, 30.1903
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_37_242.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_37_242.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_37_242.jpg, 0, 1, 0, 30.19031
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_37_355.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_37_355.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_37_355.jpg, 0, 1, 0, 30.19032
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_37_459.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_37_459.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_37_459.jpg, -0.3107652, 1, 0, 30.17298
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_37_577.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_37_577.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_37_577.jpg, -0.4871631, 1, 0, 30.16902
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_37_698.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_37_698.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_37_698.jpg, -0.1249509, 1, 0, 30.1936
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_37_806.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_37_806.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_37_806.jpg, 0, 1, 0, 30.18944
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_37_919.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_37_919.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_37_919.jpg, 0, 1, 0, 30.18969
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_38_028.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_38_028.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_38_028.jpg, 0, 1, 0, 30.19222
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_38_129.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_38_129.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_38_129.jpg, 0, 1, 0, 30.19006
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_38_238.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_38_238.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_38_238.jpg, 0.3271347, 1, 0, 30.17113
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_38_345.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_38_345.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_38_345.jpg, 0.002838902, 1, 0, 30.19006
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_38_464.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_38_464.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_38_464.jpg, 0, 1, 0, 30.19027
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_38_564.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_38_564.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_38_564.jpg, 0, 1, 0, 30.19045
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_38_672.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_38_672.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_38_672.jpg, 0, 1, 0, 30.19053
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_38_782.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_38_782.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_38_782.jpg, -0.3281268, 1, 0, 30.16842
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_38_893.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_38_893.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_38_893.jpg, -0.003952198, 1, 0, 30.18912
C:\Autonomous-Car\Data\IMG\center_2025_04_11_23_55_39_002.jpg, C:\Autonomous-Car\Data\IMG\left_2025_04_11_23_55_39_002.jpg, C:\Autonomous-Car\Data\IMG\right_2025_04_11_23_55_39_002.jpg, 0, 1, 0, 30.19014
